Borough,Development Name,Consumption (KWH),Borough_avg_KWH_per_capita,Exceeds_Avg,Population,Expected_KWH,KWH_Saved
BRONX,JEFFERSON,1540931.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,KINGSBOROUGH,785680.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,MARLBORO,1763851.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,MARSHALL PLAZA,349299.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,MCKINLEY,4592320.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,2057478.7865168536
BRONX,MELROSE,2859898.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,325056.7865168536
BRONX,NOSTRAND,4786642.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,2251800.7865168536
BRONX,OCEAN BAY APARTMENTS (OCEANSIDE),2618080.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,83238.78651685361
BRONX,OCEAN HILL APARTMENTS,1860800.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,OCEAN HILL-BROWNSVILLE,229977.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,ODWYER GARDENS,2820900.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,286058.7865168536
BRONX,PALMETTO GARDENS,402563.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,"PARK AVENUE-EAST 122ND, 123RD STREETS",646914.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,PARK ROCK REHAB,237148.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,PARKSIDE,5803804.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,3268962.7865168536
BRONX,PATTERSON,6492467.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,3957625.7865168536
BRONX,POMONOK,10681671.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,8146829.786516854
BRONX,PUBLIC SCHOOL 139 (CONVERSION),364181.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,QUEENSBRIDGE NORTH,8505522.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,5970680.786516854
BRONX,QUEENSBRIDGE SOUTH,3438265.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,903423.7865168536
BRONX,RIIS,398480.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,SOTOMAYOR HOUSES,3624800.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,1089958.7865168536
BRONX,SOUTH JAMAICA II,1652254.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,SUTTER AVENUE-UNION STREET,207724.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,TAFT,10260916.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,7726074.786516854
BRONX,TAPSCOTT STREET,219347.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,TAPSCOTT STREET REHAB,240959.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,TAYLOR STREET-WYTHE AVENUE,4260710.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,1725868.7865168536
BRONX,TELLER AVENUE-EAST 166TH STREET,613889.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,THOMAS APARTMENTS,248396.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,THROGGS NECK,8621411.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,6086569.786516854
BRONX,THROGGS NECK ADDITION,915792.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,TILDEN,5234067.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,2699225.7865168536
BRONX,VAN DYKE I,834465.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,VLADECK,283044.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,VLADECK II,916143.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,WAGNER,14514984.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,11980142.786516853
BRONX,WALD,2198960.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,WARREN STREET,1053462.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,0.0
BRONX,WASHINGTON,4644045.0,153.19339641219187,True,16546.674157303372,2534841.2134831464,2109203.7865168536
BROOKLYN,ALBANY,4715275.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2097809.1970857144
BROOKLYN,ALBANY II,795818.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,ALLEN STREET,855860.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,ARMSTRONG I,1924783.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,ARMSTRONG II,2302652.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,ASTORIA,1252666.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BARUCH,1208280.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BAY VIEW,2406929.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BAYCHESTER,3293869.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,676403.1970857144
BROOKLYN,BEACH 41ST STREET-BEACH CHANNEL DRIVE,4681280.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2063814.1970857144
BROOKLYN,BEDFORD-STUYVESANT REHAB,117094.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BELMONT-SUTTER AREA,152159.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BERRY,761708.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BETANCES I,95236.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BETANCES II,1545205.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BETANCES III,543040.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BETANCES IV,1209797.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BETANCES V,161510.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BOULEVARD,4944020.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2326554.1970857144
BROOKLYN,BOYNTON AVENUE REHAB,141624.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BRACETTI PLAZA,942643.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BREUKELEN,9379299.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,6761833.197085714
BROOKLYN,BREVOORT,6170853.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,3553387.1970857144
BROOKLYN,BRONX RIVER,8528129.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5910663.197085714
BROOKLYN,BRONX RIVER ADDITION,637767.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BRONXCHESTER,367912.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BROWN,445017.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BROWNSVILLE,4185174.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1567708.1970857144
BROOKLYN,BRYANT AVENUE-EAST 174TH STREET,513560.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BUSHWICK,8605472.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5988006.197085714
BROOKLYN,BUSHWICK II (GROUPS A & C),522374.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BUSHWICK II - GROUPS B & D,638612.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BUSHWICK II CDA (GROUP E),362981.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,BUTLER,11069618.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,8452152.197085714
BROOKLYN,CAMPOS PLAZA I,388313.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,CAMPOS PLAZA II,601634.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,CAREY GARDENS,5178867.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2561401.1970857144
BROOKLYN,CARLETON MANOR,993000.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,CARVER,6869683.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,4252217.197085714
BROOKLYN,CASTLE HILL,3490313.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,872847.1970857144
BROOKLYN,CYPRESS HILLS,5915360.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,3297894.1970857144
BROOKLYN,DAVIDSON,1429811.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,DE HOSTOS APARTMENTS,1477673.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,DOUGLASS ADDITION,1109767.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,DOUGLASS I,7747440.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5129974.197085714
BROOKLYN,DOUGLASS II,4789401.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2171935.1970857144
BROOKLYN,DREW-HAMILTON,7798700.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5181234.197085714
BROOKLYN,DYCKMAN,4508973.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1891507.1970857144
BROOKLYN,EDENWALD,997097.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,FOREST,7691932.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5074466.197085714
BROOKLYN,FORT INDEPENDENCE STREET-HEATH AVENUE,2646248.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,28782.197085714433
BROOKLYN,FORT WASHINGTON AVENUE REHAB,961437.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,FRANKLIN AVENUE I CONVENTIONAL,55940.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,FRANKLIN AVENUE II CONVENTIONAL,39702.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,FRANKLIN AVENUE III CONVENTIONAL,12406.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,FULTON,2491580.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,GLENMORE PLAZA,1392979.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,GLENWOOD,1116370.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,GRANT,7305708.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,4688242.197085714
BROOKLYN,GRAVESEND,3814968.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1197502.1970857144
BROOKLYN,GUN HILL,3515712.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,898246.1970857144
BROOKLYN,HABER,817675.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HAMMEL,5831040.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,3213574.1970857144
BROOKLYN,HARBORVIEW TERRACE,2289813.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HARLEM RIVER,1179040.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HARRISON AVENUE REHAB (GROUP B),69100.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HERNANDEZ,911553.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HIGHBRIDGE GARDENS,4599755.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1982289.1970857144
BROOKLYN,HIGHBRIDGE REHABS (ANDERSON AVENUE),151241.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HIGHBRIDGE REHABS (NELSON AVENUE),114902.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HOE AVENUE-EAST 173RD STREET,414566.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HOLMES TOWERS,2986776.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,369310.19708571443
BROOKLYN,HOPE GARDENS,776391.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,HOWARD,1597809.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,INTERNATIONAL TOWER,341978.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,ISAACS,4207089.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1589623.1970857144
BROOKLYN,JACKSON,2495142.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,JEFFERSON,8646880.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,6029414.197085714
BROOKLYN,JOHNSON,9481651.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,6864185.197085714
BROOKLYN,KING TOWERS,8115017.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5497551.197085714
BROOKLYN,KINGSBOROUGH,436542.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,LINDEN,8011552.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5394086.197085714
BROOKLYN,LONG ISLAND BAPTIST HOUSES,310263.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,LOWER EAST SIDE REHAB (GROUP 5),105901.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MANHATTANVILLE,3375996.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,758530.1970857144
BROOKLYN,MARBLE HILL,1437199.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MARCY,7056823.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,4439357.197085714
BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE A,99424.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE B,169048.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MARINER'S HARBOR,4770730.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2153264.1970857144
BROOKLYN,MARLBORO,1705120.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MELROSE,3893693.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1276227.1970857144
BROOKLYN,MELTZER TOWER,801636.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,METRO NORTH PLAZA,1973956.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MIDDLETOWN PLAZA,714923.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MILBANK-FRAWLEY,182947.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MILL BROOK,8166824.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5549358.197085714
BROOKLYN,MILL BROOK EXTENSION,844007.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MITCHEL,11892748.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,9275282.197085714
BROOKLYN,MONROE,8712142.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,6094676.197085714
BROOKLYN,MOORE,3516405.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,898939.1970857144
BROOKLYN,MORRIS I,9699981.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,7082515.197085714
BROOKLYN,MORRIS II,954012.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MORRIS PARK SENIOR CITIZENS HOME,128837.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,MORRISANIA AIR RIGHTS,11088431.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,8470965.197085714
BROOKLYN,MOTT HAVEN,7825402.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5207936.197085714
BROOKLYN,MURPHY,1859069.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - BRONX OFFICE, 1200 WATERS PLACE",576048.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - CENTRAL MAINTENANCE SHOP, 23 ASH ST",352370.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - CENTRAL OFFICE, 250 BROADWAY",4440436.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1822970.1970857144
BROOKLYN,"NDF - CENTRAL OFFICE, 90 CHURCH ST",5725016.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,3107550.1970857144
BROOKLYN,"NDF - LEASED HOUSING, 460 E FORDHAM RD",993744.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - LI CITY OFFICE, 23-02 49 AVE",5290208.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2672742.1970857144
BROOKLYN,"NDF - PSA 1, 2860 WEST 23 ST",540543.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 2, 560 SUTTER AVE",296831.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 3, 25 CENTRAL AVE",651797.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 4, 130 AVENUE C",1148451.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 5, 221 EAST 123 ST",669518.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 6, 2770 F DOUGLASS BLVD",1712978.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 7, 737 MELROSE AVE",921721.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,"NDF - PSA 9 SATELLITE, 21-09 35TH AVE",106019.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,NEW LANE AREA,552031.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,NOSTRAND,498880.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,PELHAM PARKWAY,3339663.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,722197.1970857144
BROOKLYN,PENNSYLVANIA AVENUE-WORTMAN AVENUE,2130579.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,PINK,7787197.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,5169731.197085714
BROOKLYN,POLO GROUNDS TOWERS,9558047.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,6940581.197085714
BROOKLYN,POMONOK,824535.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,QUEENSBRIDGE SOUTH,4567040.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1949574.1970857144
BROOKLYN,RALPH AVENUE REHAB,203758.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,RANDALL AVENUE-BALCOM AVENUE,1730631.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,RANGEL,4565135.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,1947669.1970857144
BROOKLYN,RIIS,684520.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SAINT NICHOLAS AVENUE,619129.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SAMUEL (CITY),1701279.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SAMUEL (MHOP) I,127892.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SAMUEL (MHOP) II,26901.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SAMUEL (MHOP) III,11378.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SARATOGA SQUARE,380675.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SARATOGA VILLAGE,864266.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SEDGWICK,4797243.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2179777.1970857144
BROOKLYN,SEWARD PARK EXTENSION,2214163.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SHEEPSHEAD BAY,401280.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SMITH,4747688.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,2130222.1970857144
BROOKLYN,SOUTH JAMAICA I,160961.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,SOUTH JAMAICA II,2078978.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,STANTON STREET,93670.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,STAPLETON,6435538.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,3818072.1970857144
BROOKLYN,STEBBINS AVENUE-HEWITT PLACE,321428.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),172855.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),216710.0,178.9351063341072,True,14628.017142857143,2617465.8029142856,0.0
