Borough,Development Name,Consumption (KWH),Borough_avg_KWH_per_capita,Exceeds_Avg
QUEENS,BORINQUEN PLAZA II,1779200.0,62.62186947891127,True
QUEENS,BOSTON ROAD PLAZA,1195047.0,62.62186947891127,True
QUEENS,BOSTON SECOR,3915286.0,62.62186947891127,True
QUEENS,BOULEVARD,418240.0,62.62186947891127,True
QUEENS,CASTLE HILL,798207.0,62.62186947891127,True
QUEENS,CYPRESS HILLS,695840.0,62.62186947891127,True
QUEENS,HOWARD,411360.0,62.62186947891127,True
QUEENS,HOWARD AVENUE,233225.0,62.62186947891127,True
QUEENS,KINGSBOROUGH,2286795.0,62.62186947891127,True
QUEENS,MANHATTANVILLE,4849859.0,62.62186947891127,True
QUEENS,MANHATTANVILLE REHAB (GROUP 2),58273.0,62.62186947891127,True
QUEENS,PINK,2163840.0,62.62186947891127,True
QUEENS,RAVENSWOOD,12398178.0,62.62186947891127,True
QUEENS,RED HOOK EAST,10092896.0,62.62186947891127,True
QUEENS,RED HOOK WEST,7946840.0,62.62186947891127,True
QUEENS,REDFERN,4588840.0,62.62186947891127,True
QUEENS,REHAB PROGRAM (COLLEGE POINT),66152.0,62.62186947891127,True
QUEENS,REHAB PROGRAM (DOUGLASS REHABS),584668.0,62.62186947891127,True
QUEENS,REHAB PROGRAM (TAFT REHABS),760142.0,62.62186947891127,True
QUEENS,REHAB PROGRAM (WISE REHAB),244171.0,62.62186947891127,True
QUEENS,REID APARTMENTS,864216.0,62.62186947891127,True
QUEENS,RICHMOND TERRACE,3801563.0,62.62186947891127,True
QUEENS,RIIS II,1708177.0,62.62186947891127,True
QUEENS,ROBBINS PLAZA,651485.0,62.62186947891127,True
QUEENS,ROBINSON,1400083.0,62.62186947891127,True
QUEENS,ROOSEVELT I,5360909.0,62.62186947891127,True
QUEENS,ROOSEVELT II,2041420.0,62.62186947891127,True
QUEENS,RUTGERS,4563328.0,62.62186947891127,True
QUEENS,RUTLAND TOWERS,407225.0,62.62186947891127,True
QUEENS,SACK WERN,3010220.0,62.62186947891127,True
QUEENS,SAINT MARYS PARK,6999069.0,62.62186947891127,True
QUEENS,SAINT NICHOLAS,9177200.0,62.62186947891127,True
QUEENS,SEWARD PARK EXTENSION,168434.0,62.62186947891127,True
QUEENS,SHEEPSHEAD BAY,1648716.0,62.62186947891127,True
QUEENS,SUMNER,1132560.0,62.62186947891127,True
QUEENS,TILDEN,1770065.0,62.62186947891127,True
QUEENS,TODT HILL,2910902.0,62.62186947891127,True
QUEENS,TOMPKINS,7734457.5,62.62186947891127,True
QUEENS,TWIN PARKS EAST (SITE 9),460205.0,62.62186947891127,True
QUEENS,TWIN PARKS WEST (SITES 1 & 2),2103104.0,62.62186947891127,True
QUEENS,TWO BRIDGES URA (SITE 7),2042955.0,62.62186947891127,True
QUEENS,UNION AVENUE-EAST 163RD STREET,370104.0,62.62186947891127,True
QUEENS,UNION AVENUE-EAST 166TH STREET,356858.0,62.62186947891127,True
QUEENS,UNITY PLAZA (SITES 04-27),3928884.0,62.62186947891127,True
QUEENS,"UNITY PLAZA (SITES 17,24,25A)",1281223.0,62.62186947891127,True
QUEENS,UNIVERSITY AVENUE REHAB,365341.0,62.62186947891127,True
QUEENS,UPACA (SITE 5),556782.0,62.62186947891127,True
QUEENS,UPACA (SITE 6),303604.0,62.62186947891127,True
STATEN ISLAND,BETANCES IV,964080.0,18.968818046301845,True
STATEN ISLAND,CLAREMONT REHAB (GROUP 4),57931.0,18.968818046301845,True
STATEN ISLAND,CLAREMONT REHAB (GROUP 5),53153.0,18.968818046301845,True
STATEN ISLAND,MORRIS I,1051205.6400000001,18.968818046301845,True
STATEN ISLAND,MORRIS II,3730324.0,18.968818046301845,True
STATEN ISLAND,PELHAM PARKWAY,385840.0,18.968818046301845,True
STATEN ISLAND,SHEEPSHEAD BAY,670080.0,18.968818046301845,True
STATEN ISLAND,THROGGS NECK ADDITION,1535371.0,18.968818046301845,True
STATEN ISLAND,VAN DYKE I,678030.0,18.968818046301845,True
STATEN ISLAND,WALD,277720.0,18.968818046301845,True
