Borough,Development Name,Consumption (KWH),Borough_avg_KWH_per_capita,Exceeds_Avg
MANHATTAN,POLO GROUNDS TOWERS,3047200.0,147.86233181433604,True
MANHATTAN,RANGEL,1031971.0,147.86233181433604,True
MANHATTAN,RAVENSWOOD,1389840.0,147.86233181433604,True
MANHATTAN,RED HOOK EAST,175204.0,147.86233181433604,True
MANHATTAN,RIIS,1880400.0,147.86233181433604,True
MANHATTAN,RIIS II,765680.0,147.86233181433604,True
MANHATTAN,SHEEPSHEAD BAY,4695274.0,147.86233181433604,True
MANHATTAN,SHELTON HOUSE,184959.0,147.86233181433604,True
MANHATTAN,SMITH,6056400.0,147.86233181433604,True
MANHATTAN,SOTOMAYOR HOUSES,6987352.0,147.86233181433604,True
MANHATTAN,SOUNDVIEW,8577510.0,147.86233181433604,True
MANHATTAN,SOUTH BEACH,3214639.0,147.86233181433604,True
MANHATTAN,SOUTH BRONX AREA (SITE 402),260678.0,147.86233181433604,True
MANHATTAN,SOUTH JAMAICA I,1960668.0,147.86233181433604,True
MANHATTAN,SOUTH JAMAICA II,417400.0,147.86233181433604,True
MANHATTAN,SUMNER,5873517.0,147.86233181433604,True
MANHATTAN,SURFSIDE GARDENS,797463.0,147.86233181433604,True
MANHATTAN,UPACA (SITE 6),62976.0,147.86233181433604,True
MANHATTAN,VAN DYKE I,739542.0,147.86233181433604,True
MANHATTAN,VLADECK,2531080.0,147.86233181433604,True
MANHATTAN,WASHINGTON,2503626.0,147.86233181433604,True
MANHATTAN,WASHINGTON AVENUE,637906.0,147.86233181433604,True
MANHATTAN,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),316460.0,147.86233181433604,True
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,150132.0,147.86233181433604,True
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),46813.0,147.86233181433604,True
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (D),45979.0,147.86233181433604,True
MANHATTAN,WATSON AVENUE,510490.0,147.86233181433604,True
MANHATTAN,WEBSTER,2590210.0,147.86233181433604,True
MANHATTAN,WILLIAMS PLAZA,3709650.0,147.86233181433604,True
MANHATTAN,WILLIAMSBURG,9035057.0,147.86233181433604,True
MANHATTAN,WILSON,3310899.0,147.86233181433604,True
MANHATTAN,WISE TOWERS,2361686.0,147.86233181433604,True
MANHATTAN,WOODSIDE,8369507.0,147.86233181433604,True
MANHATTAN,WOODSON,1757025.0,147.86233181433604,True
MANHATTAN,WYCKOFF GARDENS,3339174.0,147.86233181433604,True
QUEENS,ASTORIA,7442875.0,62.62186947891127,True
QUEENS,ATLANTIC TERMINAL SITE 4B,1823090.0,62.62186947891127,True
QUEENS,AUDUBON,1314550.0,62.62186947891127,True
QUEENS,BAILEY AVENUE-WEST 193RD STREET,1557445.0,62.62186947891127,True
QUEENS,BAISLEY PARK,2916312.0,62.62186947891127,True
QUEENS,BARUCH,1213357.0,62.62186947891127,True
QUEENS,BERRY STREET-SOUTH 9TH STREET,170243.0,62.62186947891127,True
QUEENS,BETANCES I,2096781.0,62.62186947891127,True
